EVENT,SECONDS_FASTER,CI_90_MIN,CI_90_MAX,CI_95_MIN,CI_95_MAX
800,0.54880305,0.1318552221942691,1.0500268317921788,0.06319588940136452,1.1349785044697005
5000,4.2602571,1.0091981282498688,8.249751784903944,0.48369091671603726,8.917192075078042
3000S,2.738056425,0.6462612279261906,5.297134915618769,0.30974164242232544,5.725695841735542
1500,1.1325399,0.270669385620047,2.178834867896705,0.12972707696611221,2.3551119504546927
10000,9.053897175,2.1282729255127086,17.567256659427045,1.0200437887735434,18.98852304271222
